device_id,latitude,longitude,timestamp,horizontal_accuracy_m,speed_kmh
DEV_04227,37.764228,-122.421109,2026-08-01 10:06:45,10.4,33.8
DEV_00559,37.783606,-122.409486,2026-08-01 10:06:45,11.9,21.3
DEV_01043,37.759082,-122.404467,2026-08-01 10:06:48,7.8,13.8
DEV_00207,37.764922,-122.41486,2026-08-01 10:06:50,7.6,27.8
DEV_04274,37.795002,-122.445174,2026-08-01 10:06:51,14.2,21.5
DEV_02110,37.79813,-122.43126,2026-08-01 10:06:51,3.5,28.6
DEV_03382,37.776423,-122.42064,2026-08-01 10:06:53,6.9,17.6
DEV_02013,37.762963,-122.4295,2026-08-01 10:06:53,3.4,23.6
DEV_02942,37.779511,-122.410408,2026-08-01 10:06:53,9.7,21.8
DEV_00799,37.781778,-122.42014,2026-08-01 10:06:53,7.2,20.5
DEV_03938,37.778472,-122.418321,2026-08-01 10:06:54,8.4,27.2
DEV_03933,37.781918,-122.419526,2026-08-01 10:06:54,4.2,10.1
DEV_02010,37.778895,-122.420223,2026-08-01 10:06:54,4.4,12.6
DEV_01766,37.781594,-122.417447,2026-08-01 10:06:55,11.2,7.9
DEV_03943,37.778526,-122.411896,2026-08-01 10:06:55,8.7,19.5
DEV_00436,37.78114,-122.409784,2026-08-01 10:06:57,14.0,29.9
DEV_01784,37.799531,-122.427648,2026-08-01 10:06:57,13.4,2.1
DEV_04486,37.776392,-122.415719,2026-08-01 10:06:58,13.6,23.6
DEV_02396,37.779013,-122.418039,2026-08-01 10:06:58,8.1,20.9
DEV_02342,37.779587,-122.420276,2026-08-01 10:06:58,10.9,6.8
DEV_04440,37.771517,-122.397873,2026-08-01 10:06:58,13.1,28.7
DEV_00139,37.779552,-122.416143,2026-08-01 10:06:59,10.3,9.1
DEV_02814,37.781569,-122.410469,2026-08-01 10:06:59,5.8,25.1
DEV_03182,37.781785,-122.4086,2026-08-01 10:06:59,6.2,18.4
DEV_04858,37.779826,-122.41361,2026-08-01 10:07:00,12.4,23.0
DEV_04815,37.782212,-122.410121,2026-08-01 10:07:01,11.2,11.0
DEV_01273,37.779062,-122.417199,2026-08-01 10:07:01,3.3,31.6
DEV_04281,37.776949,-122.419365,2026-08-01 10:07:02,9.4,31.3
DEV_01510,37.753027,-122.413394,2026-08-01 10:07:03,8.8,30.9
DEV_00522,37.781063,-122.409817,2026-08-01 10:07:03,14.7,23.4
DEV_01816,37.783778,-122.41199,2026-08-01 10:07:05,3.4,34.6
DEV_00533,37.780369,-122.415561,2026-08-01 10:07:05,14.0,0.9
DEV_03882,37.749097,-122.44591,2026-08-01 10:07:05,5.1,22.3
DEV_03797,37.778884,-122.412956,2026-08-01 10:07:06,12.5,0.5
DEV_04795,37.780525,-122.409006,2026-08-01 10:07:07,4.2,30.8
DEV_01307,37.778852,-122.420967,2026-08-01 10:07:07,5.0,29.2
DEV_01219,37.778731,-122.412497,2026-08-01 10:07:11,4.5,26.7
DEV_00770,37.791248,-122.445708,2026-08-01 10:07:11,10.3,11.7
DEV_02088,37.775689,-122.449399,2026-08-01 10:07:11,10.0,3.2
DEV_03049,37.778062,-122.420798,2026-08-01 10:07:12,15.0,25.6
DEV_04213,37.78388,-122.409356,2026-08-01 10:07:12,5.5,5.0
DEV_04716,37.777214,-122.419474,2026-08-01 10:07:13,7.2,16.3
DEV_01626,37.781052,-122.408091,2026-08-01 10:07:13,14.4,25.1
DEV_01609,37.781715,-122.412649,2026-08-01 10:07:14,10.4,34.5
DEV_03397,37.786989,-122.409666,2026-08-01 10:07:15,10.8,1.0
DEV_00324,37.781444,-122.410933,2026-08-01 10:07:16,8.6,19.9
DEV_01103,37.781811,-122.416271,2026-08-01 10:07:16,5.8,26.6
DEV_04167,37.780843,-122.415391,2026-08-01 10:07:17,7.6,0.1
DEV_02978,37.77734,-122.415111,2026-08-01 10:07:18,13.4,0.7
DEV_04897,37.777416,-122.419224,2026-08-01 10:07:19,5.9,30.7
DEV_04388,37.760234,-122.420313,2026-08-01 10:07:19,10.2,2.9
DEV_01103,37.763273,-122.437829,2026-08-01 10:07:20,3.2,12.6
DEV_01369,37.781224,-122.420068,2026-08-01 10:07:20,13.8,4.0
DEV_01526,37.795939,-122.395841,2026-08-01 10:07:21,8.7,13.7
DEV_04405,37.784435,-122.409087,2026-08-01 10:07:22,8.3,23.2
DEV_04992,37.782224,-122.411299,2026-08-01 10:07:23,10.8,23.5
DEV_02628,37.781423,-122.418882,2026-08-01 10:07:25,12.6,5.0
DEV_02964,37.780958,-122.409116,2026-08-01 10:07:25,6.9,23.5
DEV_02849,37.754251,-122.448873,2026-08-01 10:07:25,4.2,33.4
DEV_02300,37.779999,-122.409496,2026-08-01 10:07:26,6.6,26.8
DEV_01583,37.779445,-122.419292,2026-08-01 10:07:27,12.4,1.9
DEV_04855,37.781299,-122.408696,2026-08-01 10:07:27,11.9,30.7
DEV_00702,37.78151,-122.409107,2026-08-01 10:07:28,14.9,22.1
DEV_03175,37.778934,-122.409119,2026-08-01 10:07:30,13.1,6.7
DEV_04493,37.779805,-122.41871,2026-08-01 10:07:30,12.7,32.7
DEV_00211,37.785526,-122.438402,2026-08-01 10:07:31,4.8,27.7
DEV_01666,37.766848,-122.415645,2026-08-01 10:07:32,8.0,18.3
DEV_02779,37.771845,-122.424083,2026-08-01 10:07:32,4.5,11.7
DEV_00657,37.780246,-122.409018,2026-08-01 10:07:32,9.8,19.7
DEV_00580,37.781503,-122.41047,2026-08-01 10:07:32,14.8,7.3
DEV_03308,37.784078,-122.408854,2026-08-01 10:07:33,6.2,20.5
DEV_01613,37.78093,-122.413096,2026-08-01 10:07:34,13.4,19.0
DEV_00071,37.792913,-122.391206,2026-08-01 10:07:35,13.0,31.7
DEV_02839,37.779875,-122.415782,2026-08-01 10:07:36,3.8,5.7
DEV_02901,37.790351,-122.447915,2026-08-01 10:07:37,14.1,5.4
DEV_03262,37.767409,-122.439457,2026-08-01 10:07:37,8.5,31.9
DEV_02994,37.776183,-122.418892,2026-08-01 10:07:38,4.3,18.4
DEV_01910,37.778524,-122.420706,2026-08-01 10:07:38,12.0,20.2
DEV_03871,37.766915,-122.449277,2026-08-01 10:07:39,3.1,16.8
DEV_04522,37.781116,-122.418594,2026-08-01 10:07:39,13.7,27.3
DEV_04959,37.779747,-122.418154,2026-08-01 10:07:40,3.5,12.1
DEV_04230,37.783655,-122.43656,2026-08-01 10:07:41,8.1,12.8
DEV_02794,37.781801,-122.411226,2026-08-01 10:07:41,6.7,13.1
DEV_04538,37.753169,-122.399771,2026-08-01 10:07:43,5.8,2.6
DEV_01064,37.766723,-122.42062,2026-08-01 10:07:44,6.5,22.2
DEV_04882,37.778862,-122.417463,2026-08-01 10:07:44,11.0,18.8
DEV_01893,37.782643,-122.409534,2026-08-01 10:07:46,3.3,7.4
DEV_04403,37.757069,-122.403096,2026-08-01 10:07:47,14.0,19.5
DEV_00939,37.785219,-122.394363,2026-08-01 10:07:48,11.6,3.7
DEV_01756,37.798564,-122.400145,2026-08-01 10:07:49,3.3,26.0
DEV_04787,37.780281,-122.418408,2026-08-01 10:07:49,14.8,26.7
DEV_01924,37.749381,-122.442026,2026-08-01 10:07:49,3.1,16.2
DEV_03531,37.782943,-122.411906,2026-08-01 10:07:49,12.7,25.6
DEV_01694,37.776272,-122.415003,2026-08-01 10:07:50,9.4,5.8
DEV_02859,37.778033,-122.416804,2026-08-01 10:07:51,8.7,1.5
DEV_03774,37.77682,-122.415794,2026-08-01 10:07:53,3.4,6.3
DEV_03373,37.788488,-122.400878,2026-08-01 10:07:53,12.7,7.0
DEV_04424,37.777927,-122.420146,2026-08-01 10:07:54,8.8,1.6
DEV_00700,37.779398,-122.420348,2026-08-01 10:07:56,6.8,30.7
DEV_01540,37.775413,-122.438229,2026-08-01 10:07:56,4.2,19.7
DEV_03250,37.777606,-122.417459,2026-08-01 10:07:57,9.9,10.0
DEV_02291,37.760003,-122.43861,2026-08-01 10:07:57,13.4,2.6
DEV_00414,37.778778,-122.415615,2026-08-01 10:07:58,7.6,19.8
DEV_03404,37.779914,-122.415499,2026-08-01 10:07:58,9.5,26.3
DEV_02012,37.776087,-122.438314,2026-08-01 10:08:00,13.1,24.9
DEV_04098,37.791847,-122.430205,2026-08-01 10:08:00,12.6,27.2
DEV_02899,37.778552,-122.417892,2026-08-01 10:08:00,3.5,8.5
DEV_04555,37.783473,-122.413362,2026-08-01 10:08:00,11.8,16.6
DEV_03403,37.764448,-122.425194,2026-08-01 10:08:00,4.6,11.8
DEV_01860,37.746736,-122.424366,2026-08-01 10:08:00,12.3,34.3
DEV_04076,37.780172,-122.415805,2026-08-01 10:08:01,13.3,19.7
DEV_04624,37.780599,-122.419195,2026-08-01 10:08:02,12.2,27.3
DEV_01700,37.786354,-122.41428,2026-08-01 10:08:02,13.5,0.9
DEV_03181,37.750544,-122.430081,2026-08-01 10:08:02,6.1,5.3
DEV_02039,37.780849,-122.419357,2026-08-01 10:08:03,7.8,23.1
DEV_03604,37.78346,-122.411823,2026-08-01 10:08:04,13.1,0.7
DEV_03675,37.781374,-122.409108,2026-08-01 10:08:05,13.2,7.9
DEV_01759,37.768527,-122.405432,2026-08-01 10:08:06,7.1,7.5
DEV_04099,37.778679,-122.419082,2026-08-01 10:08:06,5.7,5.3
DEV_00647,37.797996,-122.433705,2026-08-01 10:08:07,10.1,30.8
DEV_00487,37.796504,-122.41874,2026-08-01 10:08:07,12.3,27.1
DEV_03622,37.745455,-122.398334,2026-08-01 10:08:08,10.8,12.8
DEV_01590,37.768576,-122.421891,2026-08-01 10:08:08,10.6,28.1
DEV_02055,37.780707,-122.413074,2026-08-01 10:08:09,5.3,6.9
DEV_04102,37.778253,-122.415616,2026-08-01 10:08:10,5.9,20.4
DEV_01494,37.779212,-122.418151,2026-08-01 10:08:10,5.2,34.3
DEV_00234,37.786894,-122.431715,2026-08-01 10:08:11,13.3,10.1
DEV_03698,37.790427,-122.411597,2026-08-01 10:08:12,3.1,25.1
DEV_02600,37.779125,-122.41345,2026-08-01 10:08:13,5.4,13.4
DEV_01478,37.779782,-122.41137,2026-08-01 10:08:14,8.7,19.3
DEV_01494,37.784106,-122.408294,2026-08-01 10:08:14,12.5,16.2
DEV_01024,37.802637,-122.438644,2026-08-01 10:08:14,6.1,11.5
DEV_04536,37.779058,-122.415776,2026-08-01 10:08:15,10.4,10.1
DEV_03215,37.781811,-122.417019,2026-08-01 10:08:15,8.5,10.9
DEV_03565,37.776769,-122.415876,2026-08-01 10:08:15,3.4,24.7
DEV_02774,37.777316,-122.417116,2026-08-01 10:08:16,5.2,30.1
DEV_00287,37.782449,-122.410616,2026-08-01 10:08:16,8.2,19.5
DEV_02918,37.778479,-122.415415,2026-08-01 10:08:17,10.4,32.1
DEV_03969,37.779687,-122.411235,2026-08-01 10:08:17,5.0,26.0
DEV_03929,37.780953,-122.417305,2026-08-01 10:08:17,8.4,3.3
DEV_04136,37.759015,-122.420366,2026-08-01 10:08:18,10.2,33.3
DEV_02212,37.780209,-122.410402,2026-08-01 10:08:18,4.0,11.4
DEV_04902,37.779661,-122.410827,2026-08-01 10:08:19,12.6,19.5
DEV_00814,37.768389,-122.416391,2026-08-01 10:08:19,10.0,14.2
DEV_01758,37.781617,-122.415565,2026-08-01 10:08:19,9.6,28.7
DEV_04681,37.781762,-122.415037,2026-08-01 10:08:20,14.1,4.4
DEV_03984,37.79995,-122.412631,2026-08-01 10:08:20,5.6,5.1
DEV_01778,37.767439,-122.419059,2026-08-01 10:08:21,7.5,29.2
DEV_01681,37.762718,-122.411409,2026-08-01 10:08:21,6.0,10.2
DEV_00269,37.751184,-122.4486,2026-08-01 10:08:21,14.0,19.5
DEV_04002,37.781151,-122.416561,2026-08-01 10:08:23,10.5,8.6
DEV_03373,37.77874,-122.413354,2026-08-01 10:08:23,3.4,23.3
DEV_02193,37.784481,-122.41003,2026-08-01 10:08:24,8.7,34.8
DEV_01594,37.780789,-122.41067,2026-08-01 10:08:24,11.9,27.0
DEV_00148,37.773719,-122.395099,2026-08-01 10:08:24,4.5,18.7
DEV_00556,37.746443,-122.444107,2026-08-01 10:08:25,6.2,32.9
DEV_00848,37.752509,-122.438246,2026-08-01 10:08:27,6.2,4.1
DEV_01005,37.774014,-122.407432,2026-08-01 10:08:28,9.0,28.2
DEV_01282,37.780644,-122.408566,2026-08-01 10:08:29,9.1,29.9
DEV_03647,37.780635,-122.416794,2026-08-01 10:08:30,4.7,5.3
DEV_04878,37.78215,-122.410041,2026-08-01 10:08:31,12.9,2.4
DEV_03653,37.782825,-122.438679,2026-08-01 10:08:32,8.1,1.1
DEV_04431,37.778165,-122.420467,2026-08-01 10:08:32,14.1,13.8
DEV_04393,37.782608,-122.412236,2026-08-01 10:08:33,11.1,1.5
DEV_01244,37.799391,-122.421468,2026-08-01 10:08:33,4.9,14.2
DEV_02900,37.766309,-122.441491,2026-08-01 10:08:35,7.7,27.9
DEV_04325,37.780315,-122.410769,2026-08-01 10:08:36,9.8,18.0
DEV_03153,37.779659,-122.409703,2026-08-01 10:08:38,14.1,1.2
DEV_03285,37.783859,-122.412157,2026-08-01 10:08:38,3.5,2.6
DEV_02545,37.780996,-122.409222,2026-08-01 10:08:40,7.9,1.3
DEV_03243,37.748982,-122.410823,2026-08-01 10:08:41,3.9,30.4
DEV_04538,37.797766,-122.413702,2026-08-01 10:08:45,13.2,18.2
DEV_03675,37.779226,-122.415437,2026-08-01 10:08:46,10.1,29.8
DEV_04834,37.778085,-122.419495,2026-08-01 10:08:46,3.1,4.1
DEV_00789,37.801351,-122.430844,2026-08-01 10:08:46,12.7,29.6
DEV_04180,37.783741,-122.41351,2026-08-01 10:08:47,11.6,6.3
DEV_03820,37.78121,-122.419986,2026-08-01 10:08:47,10.4,23.8
DEV_04381,37.746204,-122.420185,2026-08-01 10:08:47,3.6,18.8
DEV_03291,37.7808,-122.411724,2026-08-01 10:08:48,3.9,30.4
DEV_04921,37.779154,-122.417572,2026-08-01 10:08:49,6.8,27.3
DEV_01143,37.778898,-122.408328,2026-08-01 10:08:49,7.7,14.0
DEV_03669,37.779769,-122.416075,2026-08-01 10:08:50,7.6,27.5
DEV_01845,37.779559,-122.418591,2026-08-01 10:08:50,5.1,2.1
DEV_02219,37.776797,-122.420448,2026-08-01 10:08:50,6.4,29.2
DEV_03876,37.776997,-122.420016,2026-08-01 10:08:50,4.7,1.2
DEV_02584,37.779703,-122.420797,2026-08-01 10:08:52,12.9,34.0
DEV_04539,37.795314,-122.442655,2026-08-01 10:08:52,6.2,14.5
DEV_00579,37.780117,-122.420481,2026-08-01 10:08:53,8.1,27.9
DEV_01288,37.779864,-122.416441,2026-08-01 10:08:53,4.4,25.0
DEV_03360,37.778003,-122.416731,2026-08-01 10:08:56,12.5,8.8
DEV_01944,37.777004,-122.419756,2026-08-01 10:08:56,3.5,0.6
DEV_00743,37.784165,-122.41383,2026-08-01 10:08:56,4.3,8.0
DEV_03533,37.801718,-122.418889,2026-08-01 10:08:56,5.7,18.3
DEV_02733,37.782311,-122.40939,2026-08-01 10:08:57,12.5,25.6
DEV_00497,37.776722,-122.417574,2026-08-01 10:08:58,4.6,28.9
DEV_03864,37.782517,-122.41118,2026-08-01 10:08:59,3.6,10.2
DEV_00457,37.767811,-122.435614,2026-08-01 10:08:59,7.8,8.5
DEV_03627,37.781804,-122.415185,2026-08-01 10:09:00,5.1,9.1
DEV_01446,37.781015,-122.408343,2026-08-01 10:09:01,8.6,24.0
DEV_04920,37.777843,-122.416459,2026-08-01 10:09:01,13.7,33.5
DEV_02733,37.782758,-122.410266,2026-08-01 10:09:01,13.4,29.0
DEV_00643,37.77676,-122.418251,2026-08-01 10:09:01,14.0,20.6
DEV_03158,37.76826,-122.434615,2026-08-01 10:09:01,14.1,33.1
DEV_03010,37.761009,-122.431895,2026-08-01 10:09:02,5.7,21.7
DEV_04569,37.779474,-122.410318,2026-08-01 10:09:02,12.6,9.4
DEV_04892,37.783172,-122.409664,2026-08-01 10:09:02,12.2,28.0
DEV_00933,37.777368,-122.402,2026-08-01 10:09:03,9.8,29.0
DEV_04659,37.779121,-122.412615,2026-08-01 10:09:04,5.3,27.4
DEV_04972,37.776725,-122.420703,2026-08-01 10:09:06,7.3,8.5
DEV_00515,37.781492,-122.417186,2026-08-01 10:09:06,13.2,33.9
DEV_04740,37.781874,-122.418069,2026-08-01 10:09:06,12.3,1.9
DEV_01184,37.781534,-122.416529,2026-08-01 10:09:07,9.9,32.7
DEV_02388,37.76597,-122.408975,2026-08-01 10:09:07,13.9,35.0
DEV_04562,37.780307,-122.413403,2026-08-01 10:09:07,10.6,14.8
DEV_03924,37.783771,-122.394995,2026-08-01 10:09:08,9.2,22.9
DEV_03637,37.80483,-122.421991,2026-08-01 10:09:09,13.6,30.7
DEV_01594,37.7578,-122.400707,2026-08-01 10:09:09,13.2,23.2
DEV_04469,37.77783,-122.41805,2026-08-01 10:09:09,8.4,28.7
DEV_01410,37.777971,-122.419007,2026-08-01 10:09:12,3.5,28.6
DEV_00351,37.78096,-122.413587,2026-08-01 10:09:13,8.2,29.8
DEV_00941,37.780232,-122.40988,2026-08-01 10:09:13,10.0,29.4
DEV_03162,37.778106,-122.419367,2026-08-01 10:09:14,5.6,2.2
DEV_00837,37.776491,-122.419387,2026-08-01 10:09:15,12.5,18.9
DEV_03643,37.783901,-122.412687,2026-08-01 10:09:15,14.2,5.9
DEV_03674,37.777587,-122.409032,2026-08-01 10:09:17,12.5,3.7
DEV_02414,37.766876,-122.398119,2026-08-01 10:09:18,8.2,31.5
DEV_01760,37.781823,-122.412373,2026-08-01 10:09:18,6.8,25.5
DEV_03169,37.79834,-122.413529,2026-08-01 10:09:18,8.4,10.1
DEV_01945,37.77995,-122.409117,2026-08-01 10:09:19,10.9,12.3
DEV_04796,37.751469,-122.40596,2026-08-01 10:09:19,11.7,16.9
DEV_04635,37.781052,-122.416397,2026-08-01 10:09:20,9.5,23.1
DEV_02449,37.776413,-122.415389,2026-08-01 10:09:20,11.3,5.0
DEV_00871,37.784297,-122.410506,2026-08-01 10:09:20,13.5,16.6
DEV_00796,37.782844,-122.411628,2026-08-01 10:09:21,6.9,13.4
DEV_04904,37.781436,-122.413037,2026-08-01 10:09:21,14.7,26.4
DEV_03957,37.778084,-122.418474,2026-08-01 10:09:22,9.7,1.8
DEV_01038,37.78133,-122.409526,2026-08-01 10:09:22,8.9,34.1
DEV_04063,37.791004,-122.408573,2026-08-01 10:09:23,11.1,1.6
DEV_02153,37.783292,-122.411498,2026-08-01 10:09:23,9.9,11.6
DEV_04906,37.780867,-122.418838,2026-08-01 10:09:23,10.9,29.2
DEV_04836,37.795127,-122.397769,2026-08-01 10:09:23,13.7,33.4
DEV_02883,37.781801,-122.415793,2026-08-01 10:09:24,5.9,10.1
DEV_01886,37.7805,-122.415057,2026-08-01 10:09:24,10.5,26.9
DEV_02900,37.783198,-122.409744,2026-08-01 10:09:24,13.9,11.5
DEV_04434,37.781303,-122.419356,2026-08-01 10:09:25,5.5,25.3
DEV_02283,37.786051,-122.433829,2026-08-01 10:09:25,11.6,0.4
DEV_02872,37.77863,-122.408303,2026-08-01 10:09:25,7.5,10.9
DEV_01651,37.77858,-122.412482,2026-08-01 10:09:26,13.5,24.8
DEV_03481,37.780367,-122.415693,2026-08-01 10:09:26,13.5,25.4
DEV_01586,37.76398,-122.418613,2026-08-01 10:09:27,7.6,27.9
DEV_02105,37.783324,-122.412795,2026-08-01 10:09:27,7.7,32.2
DEV_04104,37.780354,-122.420718,2026-08-01 10:09:27,8.8,25.8
DEV_04879,37.754816,-122.395924,2026-08-01 10:09:29,4.4,26.5
DEV_02126,37.794901,-122.423608,2026-08-01 10:09:30,12.9,31.9
DEV_03295,37.777583,-122.416541,2026-08-01 10:09:30,9.8,10.7
DEV_02696,37.762206,-122.392719,2026-08-01 10:09:30,12.3,25.0
DEV_04470,37.788271,-122.403701,2026-08-01 10:09:32,6.5,7.2
DEV_02821,37.787499,-122.425089,2026-08-01 10:09:32,3.5,19.6
DEV_03674,37.781152,-122.400966,2026-08-01 10:09:34,4.1,24.6
DEV_00301,37.767012,-122.427304,2026-08-01 10:09:34,11.8,33.3
DEV_02699,37.780265,-122.408383,2026-08-01 10:09:34,13.0,7.8
DEV_03750,37.781281,-122.411932,2026-08-01 10:09:35,13.8,7.5
DEV_00349,37.77042,-122.428199,2026-08-01 10:09:36,12.7,21.9
DEV_01941,37.777033,-122.420576,2026-08-01 10:09:37,9.3,15.3
DEV_02378,37.790884,-122.406257,2026-08-01 10:09:37,14.9,8.1
DEV_02899,37.77604,-122.420635,2026-08-01 10:09:37,6.4,10.5
DEV_04217,37.777917,-122.417075,2026-08-01 10:09:37,10.4,22.6
DEV_01740,37.776202,-122.416237,2026-08-01 10:09:38,12.3,16.8
DEV_03363,37.786532,-122.407473,2026-08-01 10:09:38,14.5,6.5
DEV_04457,37.750063,-122.444783,2026-08-01 10:09:40,14.4,7.5
DEV_03327,37.77918,-122.415713,2026-08-01 10:09:40,10.0,3.8
DEV_01439,37.774328,-122.415939,2026-08-01 10:09:40,3.5,21.5
DEV_02762,37.783415,-122.408807,2026-08-01 10:09:40,6.8,1.9
DEV_04351,37.781494,-122.412059,2026-08-01 10:09:41,9.3,25.7
DEV_04916,37.767715,-122.43266,2026-08-01 10:09:42,7.3,23.9
DEV_04573,37.794088,-122.42765,2026-08-01 10:09:43,4.7,22.5
DEV_00772,37.7792,-122.413593,2026-08-01 10:09:43,3.9,30.4
DEV_03937,37.780862,-122.413099,2026-08-01 10:09:44,14.2,18.1
DEV_01898,37.746427,-122.41974,2026-08-01 10:09:44,11.9,20.8
DEV_01211,37.779211,-122.410837,2026-08-01 10:09:45,6.7,32.3
DEV_00367,37.77861,-122.410897,2026-08-01 10:09:45,11.4,20.3
DEV_02616,37.76574,-122.401037,2026-08-01 10:09:45,14.6,16.0
DEV_02123,37.77662,-122.39573,2026-08-01 10:09:45,11.6,14.2
DEV_03637,37.780318,-122.410713,2026-08-01 10:09:46,13.7,13.8
DEV_01784,37.778628,-122.395625,2026-08-01 10:09:47,10.8,4.3
DEV_02995,37.780381,-122.415458,2026-08-01 10:09:47,12.1,19.6
DEV_04878,37.779198,-122.408403,2026-08-01 10:09:48,3.4,24.2
DEV_00939,37.778714,-122.413183,2026-08-01 10:09:48,4.6,9.7
DEV_01796,37.778633,-122.418355,2026-08-01 10:09:49,14.8,3.9
DEV_01013,37.763801,-122.439786,2026-08-01 10:09:49,11.3,15.0
DEV_04243,37.76446,-122.439578,2026-08-01 10:09:49,13.6,18.7
DEV_01528,37.783523,-122.411065,2026-08-01 10:09:49,7.0,31.4
DEV_03050,37.781235,-122.409803,2026-08-01 10:09:50,11.2,33.8
DEV_01196,37.776925,-122.403302,2026-08-01 10:09:50,8.6,17.7
DEV_04184,37.781092,-122.413614,2026-08-01 10:09:51,12.3,1.7
DEV_04797,37.777727,-122.416447,2026-08-01 10:09:52,8.7,7.5
DEV_01938,37.768875,-122.430339,2026-08-01 10:09:52,10.7,5.3
DEV_02675,37.784244,-122.410873,2026-08-01 10:09:53,13.0,10.9
DEV_04304,37.781785,-122.410811,2026-08-01 10:09:53,7.4,19.7
DEV_04280,37.779678,-122.411211,2026-08-01 10:09:53,7.3,1.9
DEV_01910,37.779357,-122.409693,2026-08-01 10:09:53,12.1,32.8
DEV_01668,37.785919,-122.413571,2026-08-01 10:09:54,5.0,17.3
DEV_03915,37.779892,-122.412496,2026-08-01 10:09:55,11.5,2.5
DEV_01301,37.780601,-122.40091,2026-08-01 10:09:55,11.9,21.1
DEV_02836,37.751132,-122.438964,2026-08-01 10:09:55,5.3,28.6
DEV_02241,37.752439,-122.424286,2026-08-01 10:09:56,3.4,21.6
DEV_03241,37.781817,-122.409137,2026-08-01 10:09:57,4.1,0.2
DEV_03369,37.776858,-122.416314,2026-08-01 10:09:57,13.7,31.2
DEV_01937,37.781899,-122.417887,2026-08-01 10:09:58,10.3,32.5
DEV_01654,37.779138,-122.409642,2026-08-01 10:09:58,9.6,26.3
DEV_04828,37.774266,-122.397187,2026-08-01 10:09:59,11.0,26.1
DEV_02276,37.779933,-122.419398,2026-08-01 10:09:59,10.3,3.6
DEV_00469,37.79025,-122.447256,2026-08-01 10:09:59,6.4,1.4
DEV_01574,37.777695,-122.417508,2026-08-01 10:10:00,6.6,25.7
DEV_01770,37.758628,-122.398834,2026-08-01 10:10:00,9.2,2.6
DEV_04315,37.768334,-122.438525,2026-08-01 10:10:01,3.7,22.0
DEV_03836,37.780404,-122.410298,2026-08-01 10:10:02,5.3,20.4
DEV_04241,37.782804,-122.411187,2026-08-01 10:10:02,6.5,11.4
DEV_04988,37.772268,-122.412212,2026-08-01 10:10:02,13.4,24.5
DEV_04988,37.778028,-122.419899,2026-08-01 10:10:03,13.2,27.2
DEV_04881,37.777094,-122.417527,2026-08-01 10:10:04,12.8,14.7
DEV_00818,37.761483,-122.441797,2026-08-01 10:10:04,6.4,0.5
DEV_04936,37.768418,-122.444794,2026-08-01 10:10:04,5.9,16.3
DEV_01173,37.786618,-122.441098,2026-08-01 10:10:06,6.0,15.8
DEV_04298,37.779314,-122.41068,2026-08-01 10:10:06,7.4,18.4
DEV_02149,37.78406,-122.41247,2026-08-01 10:10:08,6.6,28.0
DEV_02993,37.796539,-122.430887,2026-08-01 10:10:09,5.5,17.1
DEV_04881,37.782826,-122.39688,2026-08-01 10:10:09,5.5,31.3
DEV_02876,37.759223,-122.427881,2026-08-01 10:10:09,3.1,4.9
DEV_03667,37.776247,-122.406369,2026-08-01 10:10:10,14.9,32.9
DEV_00108,37.779343,-122.412531,2026-08-01 10:10:12,8.6,11.1
DEV_02736,37.77853,-122.416426,2026-08-01 10:10:12,11.0,4.4
DEV_02762,37.782809,-122.406303,2026-08-01 10:10:13,8.2,10.1
DEV_04973,37.778384,-122.417278,2026-08-01 10:10:13,3.3,14.4
DEV_01678,37.782486,-122.411964,2026-08-01 10:10:13,5.8,10.9
DEV_03833,37.77822,-122.420585,2026-08-01 10:10:13,11.6,16.6
DEV_01226,37.769944,-122.403728,2026-08-01 10:10:13,8.9,28.3
DEV_01601,37.778889,-122.420472,2026-08-01 10:10:13,11.1,14.7
DEV_01414,37.750803,-122.402334,2026-08-01 10:10:14,9.5,16.0
DEV_01879,37.745575,-122.444714,2026-08-01 10:10:15,14.8,10.7
DEV_04757,37.792651,-122.424086,2026-08-01 10:10:15,5.0,19.0
DEV_03737,37.780213,-122.415809,2026-08-01 10:10:18,4.3,3.4
DEV_01821,37.777907,-122.4194,2026-08-01 10:10:18,11.1,15.1
DEV_03592,37.782501,-122.409098,2026-08-01 10:10:19,7.2,23.6
DEV_02071,37.76797,-122.425827,2026-08-01 10:10:20,9.8,24.5
DEV_04835,37.77938,-122.417764,2026-08-01 10:10:20,10.2,26.3
DEV_01426,37.781764,-122.413541,2026-08-01 10:10:22,11.5,11.8
DEV_04071,37.78149,-122.40904,2026-08-01 10:10:23,8.9,13.4
DEV_00245,37.794453,-122.391383,2026-08-01 10:10:25,13.8,30.9
DEV_01406,37.771576,-122.414585,2026-08-01 10:10:25,4.1,10.4
DEV_03752,37.779021,-122.417964,2026-08-01 10:10:25,10.7,25.6
DEV_04892,37.776266,-122.41945,2026-08-01 10:10:26,8.0,14.1
DEV_01515,37.784472,-122.408188,2026-08-01 10:10:26,9.6,9.7
DEV_02715,37.780035,-122.419675,2026-08-01 10:10:27,12.2,31.3
DEV_03803,37.769451,-122.424965,2026-08-01 10:10:27,4.8,4.1
DEV_01947,37.759438,-122.422599,2026-08-01 10:10:28,3.3,20.9
DEV_01363,37.781055,-122.410379,2026-08-01 10:10:28,14.0,4.3
DEV_03982,37.778869,-122.413118,2026-08-01 10:10:28,3.9,11.8
