device_id,timestamp,hour,latitude,longitude,store_id,store_name,distance_meters
DEV_04163,2026-08-01 09:19:31,9,37.780504,-122.416554,STORE_001,Coffee Craft - 5th Street (Store A),210.04
DEV_04508,2026-08-01 09:19:31,9,37.780344,-122.420936,STORE_001,Coffee Craft - 5th Street (Store A),298.19
DEV_03051,2026-08-01 09:19:32,9,37.781909,-122.413479,STORE_002,Coffee Craft - Market Street (Store B - Candidate),222.56
DEV_02433,2026-08-01 09:19:33,9,37.782979,-122.408791,STORE_002,Coffee Craft - Market Street (Store B - Candidate),254.43
DEV_01852,2026-08-01 09:19:33,9,37.760492,-122.4143,STORE_004,Coffee Craft - Mission Hub,416.78
DEV_01243,2026-08-01 09:19:33,9,37.7803,-122.415475,STORE_001,Coffee Craft - 5th Street (Store A),264.84
DEV_01243,2026-08-01 09:19:33,9,37.7803,-122.415475,STORE_002,Coffee Craft - Market Street (Store B - Candidate),415.3
DEV_01087,2026-08-01 09:19:36,9,37.776825,-122.420974,STORE_001,Coffee Craft - 5th Street (Store A),356.1
DEV_00386,2026-08-01 09:19:37,9,37.777891,-122.415645,STORE_001,Coffee Craft - 5th Street (Store A),240.92
DEV_00840,2026-08-01 09:19:39,9,37.782324,-122.419144,STORE_001,Coffee Craft - 5th Street (Store A),383.04
DEV_04102,2026-08-01 09:19:40,9,37.781942,-122.409482,STORE_002,Coffee Craft - Market Street (Store B - Candidate),142.17
DEV_02397,2026-08-01 09:19:40,9,37.783068,-122.411232,STORE_002,Coffee Craft - Market Street (Store B - Candidate),175.54
DEV_01168,2026-08-01 09:19:41,9,37.782405,-122.411913,STORE_002,Coffee Craft - Market Street (Store B - Candidate),128.7
DEV_04597,2026-08-01 09:19:42,9,37.783317,-122.411317,STORE_002,Coffee Craft - Market Street (Store B - Candidate),203.95
DEV_02284,2026-08-01 09:19:42,9,37.779882,-122.417816,STORE_001,Coffee Craft - 5th Street (Store A),99.4
DEV_02500,2026-08-01 09:19:42,9,37.779026,-122.415766,STORE_001,Coffee Craft - 5th Street (Store A),196.36
DEV_04806,2026-08-01 09:19:43,9,37.78001,-122.412641,STORE_001,Coffee Craft - 5th Street (Store A),484.18
DEV_04806,2026-08-01 09:19:43,9,37.78001,-122.412641,STORE_002,Coffee Craft - Market Street (Store B - Candidate),219.66
DEV_00900,2026-08-01 09:19:44,9,37.78038,-122.415991,STORE_001,Coffee Craft - 5th Street (Store A),233.92
DEV_00900,2026-08-01 09:19:44,9,37.78038,-122.415991,STORE_002,Coffee Craft - Market Street (Store B - Candidate),455.97
DEV_04796,2026-08-01 09:19:44,9,37.77764,-122.415759,STORE_001,Coffee Craft - 5th Street (Store A),248.31
DEV_04864,2026-08-01 09:19:44,9,37.780151,-122.417169,STORE_001,Coffee Craft - 5th Street (Store A),147.36
DEV_04969,2026-08-01 09:19:45,9,37.776427,-122.415454,STORE_001,Coffee Craft - 5th Street (Store A),363.22
DEV_04100,2026-08-01 09:19:46,9,37.780786,-122.410377,STORE_002,Coffee Craft - Market Street (Store B - Candidate),96.44
DEV_01472,2026-08-01 09:19:46,9,37.789478,-122.397644,STORE_003,Coffee Craft - Financial District,340.01
DEV_01332,2026-08-01 09:19:47,9,37.778628,-122.417136,STORE_001,Coffee Craft - 5th Street (Store A),86.47
DEV_03711,2026-08-01 09:19:48,9,37.776406,-122.417689,STORE_001,Coffee Craft - 5th Street (Store A),289.73
DEV_01403,2026-08-01 09:19:48,9,37.784379,-122.409835,STORE_002,Coffee Craft - Market Street (Store B - Candidate),336.1
DEV_02815,2026-08-01 09:19:49,9,37.781828,-122.418424,STORE_001,Coffee Craft - 5th Street (Store A),316.66
DEV_01908,2026-08-01 09:19:50,9,37.777345,-122.415424,STORE_001,Coffee Craft - 5th Street (Store A),291.76
DEV_00968,2026-08-01 09:19:50,9,37.777133,-122.417997,STORE_001,Coffee Craft - 5th Street (Store A),207.6
DEV_02945,2026-08-01 09:19:50,9,37.785524,-122.413448,STORE_002,Coffee Craft - Market Street (Store B - Candidate),496.48
DEV_01406,2026-08-01 09:19:51,9,37.780644,-122.409415,STORE_002,Coffee Craft - Market Street (Store B - Candidate),168.71
DEV_02180,2026-08-01 09:19:51,9,37.778884,-122.413016,STORE_001,Coffee Craft - 5th Street (Store A),438.22
DEV_02180,2026-08-01 09:19:51,9,37.778884,-122.413016,STORE_002,Coffee Craft - Market Street (Store B - Candidate),340.6
DEV_00058,2026-08-01 09:19:51,9,37.780696,-122.408123,STORE_002,Coffee Craft - Market Street (Store B - Candidate),268.18
DEV_04545,2026-08-01 09:19:51,9,37.783947,-122.412299,STORE_002,Coffee Craft - Market Street (Store B - Candidate),295.07
DEV_01308,2026-08-01 09:19:51,9,37.778542,-122.413292,STORE_001,Coffee Craft - 5th Street (Store A),416.89
DEV_01308,2026-08-01 09:19:51,9,37.778542,-122.413292,STORE_002,Coffee Craft - Market Street (Store B - Candidate),385.69
DEV_03831,2026-08-01 09:19:51,9,37.77667,-122.416914,STORE_001,Coffee Craft - 5th Street (Store A),276.11
DEV_02351,2026-08-01 09:19:52,9,37.776576,-122.417185,STORE_001,Coffee Craft - 5th Street (Store A),278.89
DEV_00371,2026-08-01 09:19:53,9,37.7766,-122.416875,STORE_001,Coffee Craft - 5th Street (Store A),284.6
DEV_01083,2026-08-01 09:19:53,9,37.780442,-122.415769,STORE_001,Coffee Craft - 5th Street (Store A),253.29
DEV_01083,2026-08-01 09:19:53,9,37.780442,-122.415769,STORE_002,Coffee Craft - Market Street (Store B - Candidate),435.32
DEV_00032,2026-08-01 09:19:54,9,37.759776,-122.419486,STORE_004,Coffee Craft - Mission Hub,49.45
DEV_01232,2026-08-01 09:19:56,9,37.781794,-122.410947,STORE_002,Coffee Craft - Market Street (Store B - Candidate),33.02
DEV_01752,2026-08-01 09:19:56,9,37.779683,-122.415806,STORE_001,Coffee Craft - 5th Street (Store A),207.24
DEV_01752,2026-08-01 09:19:56,9,37.779683,-122.415806,STORE_002,Coffee Craft - Market Street (Store B - Candidate),468.21
DEV_03711,2026-08-01 09:19:56,9,37.77975,-122.415074,STORE_001,Coffee Craft - 5th Street (Store A),270.34
DEV_03711,2026-08-01 09:19:56,9,37.77975,-122.415074,STORE_002,Coffee Craft - Market Street (Store B - Candidate),407.5
DEV_02644,2026-08-01 09:19:57,9,37.778859,-122.420419,STORE_001,Coffee Craft - 5th Street (Store A),213.17
DEV_04550,2026-08-01 09:19:57,9,37.78303,-122.413643,STORE_002,Coffee Craft - Market Street (Store B - Candidate),287.91
DEV_00834,2026-08-01 09:19:58,9,37.780219,-122.412285,STORE_002,Coffee Craft - Market Street (Store B - Candidate),181.78
DEV_03105,2026-08-01 09:19:58,9,37.777137,-122.420071,STORE_001,Coffee Craft - 5th Street (Store A),275.76
DEV_00505,2026-08-01 09:19:59,9,37.779306,-122.41737,STORE_001,Coffee Craft - 5th Street (Store A),64.99
DEV_01765,2026-08-01 09:20:00,9,37.780761,-122.417026,STORE_001,Coffee Craft - 5th Street (Store A),213.71
DEV_00218,2026-08-01 09:20:00,9,37.778521,-122.411909,STORE_002,Coffee Craft - Market Street (Store B - Candidate),340.75
DEV_01167,2026-08-01 09:20:02,9,37.780157,-122.410617,STORE_002,Coffee Craft - Market Street (Store B - Candidate),153.08
DEV_01651,2026-08-01 09:20:03,9,37.780647,-122.418903,STORE_001,Coffee Craft - 5th Street (Store A),199.59
DEV_00446,2026-08-01 09:20:03,9,37.781242,-122.410757,STORE_002,Coffee Craft - Market Street (Store B - Candidate),35.76
DEV_02056,2026-08-01 09:20:03,9,37.778899,-122.41838,STORE_001,Coffee Craft - 5th Street (Store A),35.23
DEV_01933,2026-08-01 09:20:04,9,37.776668,-122.417355,STORE_001,Coffee Craft - 5th Street (Store A),265.43
DEV_00444,2026-08-01 09:20:04,9,37.776465,-122.419092,STORE_001,Coffee Craft - 5th Street (Store A),297.77
DEV_03351,2026-08-01 09:20:05,9,37.78427,-122.413125,STORE_002,Coffee Craft - Market Street (Store B - Candidate),360.2
DEV_02023,2026-08-01 09:20:05,9,37.777114,-122.415557,STORE_001,Coffee Craft - 5th Street (Store A),300.13
DEV_04201,2026-08-01 09:20:06,9,37.779028,-122.411721,STORE_002,Coffee Craft - Market Street (Store B - Candidate),282.08
DEV_02136,2026-08-01 09:20:06,9,37.783805,-122.412374,STORE_002,Coffee Craft - Market Street (Store B - Candidate),283.32
DEV_00725,2026-08-01 09:20:08,9,37.78086,-122.41051,STORE_002,Coffee Craft - Market Street (Store B - Candidate),83.18
DEV_02471,2026-08-01 09:20:09,9,37.777961,-122.417789,STORE_001,Coffee Craft - 5th Street (Store A),117.01
DEV_03410,2026-08-01 09:20:11,9,37.779483,-122.416003,STORE_001,Coffee Craft - 5th Street (Store A),183.54
DEV_03410,2026-08-01 09:20:11,9,37.779483,-122.416003,STORE_002,Coffee Craft - Market Street (Store B - Candidate),493.58
DEV_03673,2026-08-01 09:20:11,9,37.776244,-122.415702,STORE_001,Coffee Craft - 5th Street (Store A),367.02
DEV_01483,2026-08-01 09:20:12,9,37.781734,-122.410043,STORE_002,Coffee Craft - Market Street (Store B - Candidate),88.04
DEV_02207,2026-08-01 09:20:13,9,37.780469,-122.410399,STORE_002,Coffee Craft - Market Street (Store B - Candidate),126.22
DEV_03099,2026-08-01 09:20:13,9,37.779528,-122.408781,STORE_002,Coffee Craft - Market Street (Store B - Candidate),293.45
DEV_01651,2026-08-01 09:20:13,9,37.781467,-122.408463,STORE_002,Coffee Craft - Market Street (Store B - Candidate),222.99
DEV_03469,2026-08-01 09:20:13,9,37.77863,-122.411255,STORE_002,Coffee Craft - Market Street (Store B - Candidate),319.92
DEV_02314,2026-08-01 09:20:14,9,37.777816,-122.420499,STORE_001,Coffee Craft - 5th Street (Store A),256.07
DEV_04274,2026-08-01 09:20:14,9,37.777703,-122.415649,STORE_001,Coffee Craft - 5th Street (Store A),251.98
DEV_01074,2026-08-01 09:20:15,9,37.777245,-122.418738,STORE_001,Coffee Craft - 5th Street (Store A),205.64
DEV_02355,2026-08-01 09:20:17,9,37.77956,-122.418218,STORE_001,Coffee Craft - 5th Street (Store A),65.15
DEV_01702,2026-08-01 09:20:17,9,37.779323,-122.408109,STORE_002,Coffee Craft - Market Street (Store B - Candidate),350.93
DEV_04121,2026-08-01 09:20:18,9,37.778086,-122.415176,STORE_001,Coffee Craft - 5th Street (Store A),268.19
DEV_01894,2026-08-01 09:20:19,9,37.759146,-122.417207,STORE_004,Coffee Craft - Mission Hub,184.02
DEV_02844,2026-08-01 09:20:19,9,37.778361,-122.418668,STORE_001,Coffee Craft - 5th Street (Store A),92.17
DEV_00365,2026-08-01 09:20:19,9,37.780819,-122.413673,STORE_001,Coffee Craft - 5th Street (Store A),430.72
DEV_00365,2026-08-01 09:20:19,9,37.780819,-122.413673,STORE_002,Coffee Craft - Market Street (Store B - Candidate),246.82
DEV_04470,2026-08-01 09:20:20,9,37.779008,-122.416065,STORE_001,Coffee Craft - 5th Street (Store A),170.06
DEV_03796,2026-08-01 09:20:20,9,37.783849,-122.408855,STORE_002,Coffee Craft - Market Street (Store B - Candidate),322.12
DEV_03822,2026-08-01 09:20:21,9,37.778621,-122.416894,STORE_001,Coffee Craft - 5th Street (Store A),105.94
DEV_02275,2026-08-01 09:20:22,9,37.779027,-122.415916,STORE_001,Coffee Craft - 5th Street (Store A),183.18
DEV_00879,2026-08-01 09:20:23,9,37.783714,-122.410412,STORE_002,Coffee Craft - Market Street (Store B - Candidate),251.55
DEV_03650,2026-08-01 09:20:23,9,37.779637,-122.412395,STORE_001,Coffee Craft - 5th Street (Store A),497.67
DEV_03650,2026-08-01 09:20:23,9,37.779637,-122.412395,STORE_002,Coffee Craft - Market Street (Store B - Candidate),240.72
DEV_02321,2026-08-01 09:20:24,9,37.780221,-122.41256,STORE_001,Coffee Craft - 5th Street (Store A),497.0
DEV_02321,2026-08-01 09:20:24,9,37.780221,-122.41256,STORE_002,Coffee Craft - Market Street (Store B - Candidate),197.54
DEV_01284,2026-08-01 09:20:24,9,37.776058,-122.420162,STORE_001,Coffee Craft - 5th Street (Store A),378.32
DEV_01993,2026-08-01 09:20:24,9,37.780906,-122.418225,STORE_001,Coffee Craft - 5th Street (Store A),212.86
DEV_00646,2026-08-01 09:20:25,9,37.784208,-122.409058,STORE_002,Coffee Craft - Market Street (Store B - Candidate),346.12
DEV_02829,2026-08-01 09:20:25,9,37.778666,-122.409288,STORE_002,Coffee Craft - Market Street (Store B - Candidate),349.2
DEV_01851,2026-08-01 09:20:26,9,37.780102,-122.417558,STORE_001,Coffee Craft - 5th Street (Store A),128.55
DEV_03525,2026-08-01 09:20:26,9,37.777969,-122.418002,STORE_001,Coffee Craft - 5th Street (Store A),114.64
DEV_02296,2026-08-01 09:20:27,9,37.77908,-122.418319,STORE_001,Coffee Craft - 5th Street (Store A),29.41
DEV_01696,2026-08-01 09:20:28,9,37.777753,-122.415363,STORE_001,Coffee Craft - 5th Street (Store A),270.07
DEV_04170,2026-08-01 09:20:28,9,37.778801,-122.417136,STORE_001,Coffee Craft - 5th Street (Store A),79.09
DEV_04147,2026-08-01 09:20:30,9,37.779348,-122.416495,STORE_001,Coffee Craft - 5th Street (Store A),137.81
DEV_00380,2026-08-01 09:20:30,9,37.784458,-122.411748,STORE_002,Coffee Craft - Market Street (Store B - Candidate),335.42
DEV_02946,2026-08-01 09:20:32,9,37.783257,-122.408821,STORE_002,Coffee Craft - Market Street (Store B - Candidate),273.57
DEV_00544,2026-08-01 09:20:33,9,37.756316,-122.41983,STORE_004,Coffee Craft - Mission Hub,416.09
DEV_03948,2026-08-01 09:20:33,9,37.777637,-122.418394,STORE_001,Coffee Craft - 5th Street (Store A),155.46
DEV_00306,2026-08-01 09:20:34,9,37.781683,-122.416,STORE_001,Coffee Craft - 5th Street (Store A),346.26
DEV_00306,2026-08-01 09:20:34,9,37.781683,-122.416,STORE_002,Coffee Craft - Market Street (Store B - Candidate),439.89
DEV_02565,2026-08-01 09:20:35,9,37.776106,-122.419517,STORE_001,Coffee Craft - 5th Street (Store A),348.32
DEV_01684,2026-08-01 09:20:35,9,37.781119,-122.416684,STORE_001,Coffee Craft - 5th Street (Store A),262.48
DEV_01040,2026-08-01 09:20:35,9,37.787756,-122.401201,STORE_003,Coffee Craft - Financial District,361.15
DEV_04540,2026-08-01 09:20:36,9,37.77818,-122.419739,STORE_001,Coffee Craft - 5th Street (Store A),177.97
DEV_03643,2026-08-01 09:20:36,9,37.783719,-122.409301,STORE_002,Coffee Craft - Market Street (Store B - Candidate),288.4
DEV_02368,2026-08-01 09:20:37,9,37.778275,-122.415049,STORE_001,Coffee Craft - 5th Street (Store A),271.59
DEV_00391,2026-08-01 09:20:37,9,37.781666,-122.415817,STORE_001,Coffee Craft - 5th Street (Store A),353.11
DEV_00391,2026-08-01 09:20:37,9,37.781666,-122.415817,STORE_002,Coffee Craft - Market Street (Store B - Candidate),423.74
DEV_02194,2026-08-01 09:20:39,9,37.777958,-122.418423,STORE_001,Coffee Craft - 5th Street (Store A),121.68
DEV_02059,2026-08-01 09:20:39,9,37.781575,-122.419179,STORE_001,Coffee Craft - 5th Street (Store A),304.5
DEV_01235,2026-08-01 09:20:40,9,37.777961,-122.415265,STORE_001,Coffee Craft - 5th Street (Store A),266.69
DEV_02955,2026-08-01 09:20:40,9,37.780028,-122.413234,STORE_001,Coffee Craft - 5th Street (Store A),434.18
DEV_02955,2026-08-01 09:20:40,9,37.780028,-122.413234,STORE_002,Coffee Craft - Market Street (Store B - Candidate),255.61
DEV_02165,2026-08-01 09:20:41,9,37.783512,-122.40904,STORE_002,Coffee Craft - Market Street (Store B - Candidate),282.35
DEV_04160,2026-08-01 09:20:41,9,37.780195,-122.418936,STORE_001,Coffee Craft - 5th Street (Store A),156.28
DEV_00543,2026-08-01 09:20:42,9,37.778542,-122.415937,STORE_001,Coffee Craft - 5th Street (Store A),188.33
DEV_01571,2026-08-01 09:20:42,9,37.778952,-122.411618,STORE_002,Coffee Craft - Market Street (Store B - Candidate),288.48
DEV_01012,2026-08-01 09:20:45,9,37.779163,-122.411956,STORE_002,Coffee Craft - Market Street (Store B - Candidate),273.11
DEV_01634,2026-08-01 09:20:46,9,37.776418,-122.416414,STORE_001,Coffee Craft - 5th Street (Store A),319.15
DEV_03639,2026-08-01 09:20:46,9,37.776683,-122.417476,STORE_001,Coffee Craft - 5th Street (Store A),261.72
DEV_02063,2026-08-01 09:20:46,9,37.780214,-122.410114,STORE_002,Coffee Craft - Market Street (Store B - Candidate),162.82
DEV_03207,2026-08-01 09:20:47,9,37.780022,-122.418035,STORE_001,Coffee Craft - 5th Street (Store A),113.68
DEV_01622,2026-08-01 09:20:47,9,37.7832,-122.408578,STORE_002,Coffee Craft - Market Street (Store B - Candidate),284.67
DEV_01376,2026-08-01 09:20:47,9,37.776303,-122.416832,STORE_001,Coffee Craft - 5th Street (Store A),316.98
DEV_03379,2026-08-01 09:20:48,9,37.777934,-122.419783,STORE_001,Coffee Craft - 5th Street (Store A),196.48
DEV_01914,2026-08-01 09:20:51,9,37.780904,-122.408521,STORE_002,Coffee Craft - Market Street (Store B - Candidate),227.72
DEV_00991,2026-08-01 09:20:51,9,37.761959,-122.416551,STORE_004,Coffee Craft - Mission Hub,306.26
DEV_03458,2026-08-01 09:20:51,9,37.78032,-122.418691,STORE_001,Coffee Craft - 5th Street (Store A),158.84
DEV_04526,2026-08-01 09:20:52,9,37.779308,-122.418532,STORE_001,Coffee Craft - 5th Street (Store A),57.96
DEV_02801,2026-08-01 09:20:53,9,37.781012,-122.416089,STORE_001,Coffee Craft - 5th Street (Store A),279.75
DEV_02801,2026-08-01 09:20:53,9,37.781012,-122.416089,STORE_002,Coffee Craft - Market Street (Store B - Candidate),450.52
DEV_00112,2026-08-01 09:20:54,9,37.777439,-122.413615,STORE_001,Coffee Craft - 5th Street (Store A),422.67
DEV_04828,2026-08-01 09:20:56,9,37.787104,-122.400346,STORE_003,Coffee Craft - Financial District,437.01
DEV_04893,2026-08-01 09:20:57,9,37.784187,-122.413944,STORE_002,Coffee Craft - Market Street (Store B - Candidate),395.23
DEV_03451,2026-08-01 09:20:57,9,37.78138,-122.410478,STORE_002,Coffee Craft - Market Street (Store B - Candidate),47.78
DEV_00497,2026-08-01 09:20:58,9,37.776679,-122.418777,STORE_001,Coffee Craft - 5th Street (Store A),266.97
DEV_04653,2026-08-01 09:21:00,9,37.781556,-122.411539,STORE_002,Coffee Craft - Market Street (Store B - Candidate),47.78
DEV_03286,2026-08-01 09:21:00,9,37.776008,-122.415873,STORE_001,Coffee Craft - 5th Street (Store A),381.62
DEV_01124,2026-08-01 09:21:00,9,37.783287,-122.409403,STORE_002,Coffee Craft - Market Street (Store B - Candidate),243.27
DEV_00309,2026-08-01 09:21:01,9,37.777589,-122.416657,STORE_001,Coffee Craft - 5th Street (Store A),196.34
DEV_02376,2026-08-01 09:21:02,9,37.77884,-122.420654,STORE_001,Coffee Craft - 5th Street (Store A),233.93
DEV_04005,2026-08-01 09:21:02,9,37.778105,-122.411076,STORE_002,Coffee Craft - Market Street (Store B - Candidate),377.57
DEV_03324,2026-08-01 09:21:02,9,37.779338,-122.420186,STORE_001,Coffee Craft - 5th Street (Store A),195.76
DEV_01129,2026-08-01 09:21:02,9,37.777063,-122.418647,STORE_001,Coffee Craft - 5th Street (Store A),222.76
DEV_03261,2026-08-01 09:21:03,9,37.779363,-122.411803,STORE_002,Coffee Craft - Market Street (Store B - Candidate),247.88
DEV_04863,2026-08-01 09:21:04,9,37.778745,-122.416538,STORE_001,Coffee Craft - 5th Street (Store A),131.58
DEV_02685,2026-08-01 09:21:06,9,37.779692,-122.418051,STORE_001,Coffee Craft - 5th Street (Store A),77.08
DEV_04838,2026-08-01 09:21:06,9,37.778261,-122.419171,STORE_001,Coffee Craft - 5th Street (Store A),131.7
DEV_02023,2026-08-01 09:21:07,9,37.779453,-122.415691,STORE_001,Coffee Craft - 5th Street (Store A),209.09
DEV_02023,2026-08-01 09:21:07,9,37.779453,-122.415691,STORE_002,Coffee Craft - Market Street (Store B - Candidate),470.93
DEV_00886,2026-08-01 09:21:07,9,37.780063,-122.418417,STORE_001,Coffee Craft - 5th Street (Store A),123.75
DEV_01654,2026-08-01 09:21:08,9,37.777306,-122.4159,STORE_001,Coffee Craft - 5th Street (Store A),263.71
DEV_02970,2026-08-01 09:21:08,9,37.783331,-122.408226,STORE_002,Coffee Craft - Market Street (Store B - Candidate),317.62
DEV_01081,2026-08-01 09:21:11,9,37.778635,-122.416177,STORE_001,Coffee Craft - 5th Street (Store A),165.28
DEV_01123,2026-08-01 09:21:12,9,37.778772,-122.416761,STORE_001,Coffee Craft - 5th Street (Store A),111.8
DEV_00278,2026-08-01 09:21:13,9,37.77673,-122.42047,STORE_001,Coffee Craft - 5th Street (Store A),332.92
DEV_02137,2026-08-01 09:21:13,9,37.778528,-122.409398,STORE_002,Coffee Craft - Market Street (Store B - Candidate),359.21
DEV_04859,2026-08-01 09:21:14,9,37.780064,-122.413355,STORE_001,Coffee Craft - 5th Street (Store A),425.03
DEV_04859,2026-08-01 09:21:14,9,37.780064,-122.413355,STORE_002,Coffee Craft - Market Street (Store B - Candidate),261.4
DEV_02073,2026-08-01 09:21:15,9,37.779488,-122.410518,STORE_002,Coffee Craft - Market Street (Store B - Candidate),227.7
DEV_00016,2026-08-01 09:21:16,9,37.782431,-122.409614,STORE_002,Coffee Craft - Market Street (Store B - Candidate),159.85
DEV_01852,2026-08-01 09:21:16,9,37.783154,-122.413492,STORE_002,Coffee Craft - Market Street (Store B - Candidate),285.98
DEV_00432,2026-08-01 09:21:17,9,37.78373,-122.408427,STORE_002,Coffee Craft - Market Street (Store B - Candidate),335.58
DEV_01601,2026-08-01 09:21:18,9,37.776063,-122.419753,STORE_001,Coffee Craft - 5th Street (Store A),361.1
DEV_02684,2026-08-01 09:21:19,9,37.778605,-122.411627,STORE_002,Coffee Craft - Market Street (Store B - Candidate),326.59
DEV_01618,2026-08-01 09:21:19,9,37.776526,-122.417822,STORE_001,Coffee Craft - 5th Street (Store A),275.54
DEV_00697,2026-08-01 09:21:21,9,37.778574,-122.417425,STORE_001,Coffee Craft - 5th Street (Store A),69.26
DEV_01284,2026-08-01 09:21:24,9,37.777197,-122.417185,STORE_001,Coffee Craft - 5th Street (Store A),212.9
DEV_02189,2026-08-01 09:21:25,9,37.780774,-122.417066,STORE_001,Coffee Craft - 5th Street (Store A),213.66
DEV_03669,2026-08-01 09:21:25,9,37.783987,-122.411753,STORE_002,Coffee Craft - Market Street (Store B - Candidate),284.35
DEV_04111,2026-08-01 09:21:26,9,37.778379,-122.420399,STORE_001,Coffee Craft - 5th Street (Store A),221.86
DEV_04814,2026-08-01 09:21:26,9,37.776098,-122.415687,STORE_001,Coffee Craft - 5th Street (Store A),381.38
DEV_00394,2026-08-01 09:21:27,9,37.778905,-122.418772,STORE_001,Coffee Craft - 5th Street (Store A),68.67
DEV_03755,2026-08-01 09:21:27,9,37.781558,-122.413241,STORE_002,Coffee Craft - Market Street (Store B - Candidate),197.05
DEV_01803,2026-08-01 09:21:28,9,37.779125,-122.415769,STORE_001,Coffee Craft - 5th Street (Store A),196.57
DEV_01803,2026-08-01 09:21:28,9,37.779125,-122.415769,STORE_002,Coffee Craft - Market Street (Store B - Candidate),495.38
DEV_04234,2026-08-01 09:21:28,9,37.777587,-122.419188,STORE_001,Coffee Craft - 5th Street (Store A),188.65
DEV_04128,2026-08-01 09:21:30,9,37.778318,-122.410008,STORE_002,Coffee Craft - Market Street (Store B - Candidate),364.4
DEV_04042,2026-08-01 09:21:30,9,37.779961,-122.416788,STORE_001,Coffee Craft - 5th Street (Store A),150.88
DEV_02270,2026-08-01 09:21:31,9,37.77749,-122.41689,STORE_001,Coffee Craft - 5th Street (Store A),194.19
DEV_03119,2026-08-01 09:21:31,9,37.782739,-122.408009,STORE_002,Coffee Craft - Market Street (Store B - Candidate),296.77
DEV_00092,2026-08-01 09:21:31,9,37.780078,-122.409223,STORE_002,Coffee Craft - Market Street (Store B - Candidate),222.24
DEV_04014,2026-08-01 09:21:33,9,37.78156,-122.416472,STORE_001,Coffee Craft - 5th Street (Store A),314.74
DEV_04014,2026-08-01 09:21:33,9,37.78156,-122.416472,STORE_002,Coffee Craft - Market Street (Store B - Candidate),480.94
DEV_02045,2026-08-01 09:21:34,9,37.781769,-122.41521,STORE_001,Coffee Craft - 5th Street (Store A),393.6
DEV_02045,2026-08-01 09:21:34,9,37.781769,-122.41521,STORE_002,Coffee Craft - Market Street (Store B - Candidate),371.19
DEV_02880,2026-08-01 09:21:34,9,37.776162,-122.417222,STORE_001,Coffee Craft - 5th Street (Store A),322.89
DEV_04908,2026-08-01 09:21:35,9,37.781463,-122.408533,STORE_002,Coffee Craft - Market Street (Store B - Candidate),216.85
DEV_00576,2026-08-01 09:21:36,9,37.777597,-122.415593,STORE_001,Coffee Craft - 5th Street (Store A),262.85
DEV_00093,2026-08-01 09:21:36,9,37.7814,-122.411405,STORE_002,Coffee Craft - Market Street (Store B - Candidate),37.29
DEV_00332,2026-08-01 09:21:37,9,37.780359,-122.420034,STORE_001,Coffee Craft - 5th Street (Store A),234.07
DEV_02860,2026-08-01 09:21:38,9,37.778812,-122.418985,STORE_001,Coffee Craft - 5th Street (Store A),89.06
DEV_04081,2026-08-01 09:21:39,9,37.781931,-122.391488,STORE_005,Coffee Craft - SOMA Square,484.47
DEV_01624,2026-08-01 09:21:39,9,37.78114,-122.420252,STORE_001,Coffee Craft - 5th Street (Store A),309.51
DEV_01218,2026-08-01 09:21:41,9,37.776625,-122.417484,STORE_001,Coffee Craft - 5th Street (Store A),267.95
DEV_04026,2026-08-01 09:21:42,9,37.781072,-122.408132,STORE_002,Coffee Craft - Market Street (Store B - Candidate),256.5
DEV_04409,2026-08-01 09:21:42,9,37.776218,-122.416964,STORE_001,Coffee Craft - 5th Street (Store A),322.47
DEV_02948,2026-08-01 09:21:43,9,37.781047,-122.413038,STORE_001,Coffee Craft - 5th Street (Store A),491.91
DEV_02948,2026-08-01 09:21:43,9,37.781047,-122.413038,STORE_002,Coffee Craft - Market Street (Store B - Candidate),186.05
DEV_02315,2026-08-01 09:21:45,9,37.780916,-122.416602,STORE_001,Coffee Craft - 5th Street (Store A),245.94
DEV_02315,2026-08-01 09:21:45,9,37.780916,-122.416602,STORE_002,Coffee Craft - Market Street (Store B - Candidate),496.59
DEV_02052,2026-08-01 09:21:46,9,37.783271,-122.408458,STORE_002,Coffee Craft - Market Street (Store B - Candidate),297.8
DEV_01823,2026-08-01 09:21:46,9,37.776321,-122.418329,STORE_001,Coffee Craft - 5th Street (Store A),299.29
DEV_01449,2026-08-01 09:21:46,9,37.778827,-122.420102,STORE_001,Coffee Craft - 5th Street (Store A),185.74
DEV_03550,2026-08-01 09:21:47,9,37.783636,-122.40861,STORE_002,Coffee Craft - Market Street (Store B - Candidate),317.06
DEV_00511,2026-08-01 09:21:47,9,37.784147,-122.412688,STORE_002,Coffee Craft - Market Street (Store B - Candidate),329.6
DEV_02869,2026-08-01 09:21:47,9,37.781971,-122.40828,STORE_002,Coffee Craft - Market Street (Store B - Candidate),244.71
DEV_03596,2026-08-01 09:21:48,9,37.781863,-122.409398,STORE_002,Coffee Craft - Market Street (Store B - Candidate),146.46
DEV_03581,2026-08-01 09:21:48,9,37.778891,-122.419355,STORE_001,Coffee Craft - 5th Street (Store A),119.7
DEV_02839,2026-08-01 09:21:49,9,37.778865,-122.416256,STORE_001,Coffee Craft - 5th Street (Store A),154.01
DEV_04549,2026-08-01 09:21:49,9,37.777328,-122.420695,STORE_001,Coffee Craft - 5th Street (Store A),301.11
